header identifier,digital_origin,language,physical_note,abstract,subject_topical 1,subject_topical 2,subject_topical 3,subject_topical 4,subject_topical 5,subject_topical 6,subject_topical 7,subject_topical 8,subject_geographic 1,subject_geographic 2,subject_name 1,identifier,object_in_context,item_type,date_text,date_single/start,date_end,date_qualifier,public_note,internet_media_type,form,rights,project_initialArticle,project_title,collection,collection_identifier,name,repository,record_source,title,place_of_origin
heilman_12607,reformatted digital,zxx,,,Rhododendron catawbiense,Flowers | http://id.loc.gov/authorities/subjects/sh85049332,"Plants, Cultivated | http://id.loc.gov/authorities/subjects/sh85102884",,,,,,,,,Rhododendron_0862,http://kiva.lib.utk.edu/heilman/items/show/12607,still image,6/18/1989,1989-06-18,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Rhododendron catawbiense, 0862","Roan Mountain Gardens, NC"
heilman_12659,reformatted digital,zxx,0.41x magnification,Colorado globe blue spruce; Hoopsii,Colorado globe blue spruce,Hoopsii,Picea pungens,Leaves | http://id.loc.gov/authorities/subjects/sh85075608,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,PiceaPungens_0812,http://kiva.lib.utk.edu/heilman/items/show/12659,still image,9/28/2010,2010-09-28,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Picea pungens, 0812","UT Gardens - Knoxville, TN"
heilman_12845,reformatted digital,zxx,".37x magnification, Velvia",,Ludwigia sp.,Leaves | http://id.loc.gov/authorities/subjects/sh85075608,"Plants, Cultivated | http://id.loc.gov/authorities/subjects/sh85102884",,,,,,,,,Ludwigia_0619,http://kiva.lib.utk.edu/heilman/items/show/12845,still image,7/28/2001,2001-07-28,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Ludwigia, species indeterminate, 0619",
heilman_13331,reformatted digital,zxx,.52x magnification,Columbine; Set-up photo,Columbines | http://id.loc.gov/authorities/subjects/sh88022559,Set-up photo,Aquilegia canadensis,Flowers | http://id.loc.gov/authorities/subjects/sh85049332,"Plants, Cultivated | http://id.loc.gov/authorities/subjects/sh85102884",,,,,,,Aquilegia_0128,http://kiva.lib.utk.edu/heilman/items/show/13331,still image,3/31/2007,2007-03-31,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Aquilegia canadensis, 0128","Forest Glen Dr - Knoxville, TN"
heilman_13115,reformatted digital,zxx,,Columbine; Flowers/Fruits; Single carpel-ventral suture,Columbines | http://id.loc.gov/authorities/subjects/sh88022559,Flowers | http://id.loc.gov/authorities/subjects/sh85049332,Fruit | http://id.loc.gov/authorities/subjects/sh85052105,Single carpel-ventral suture,Aquilegia | http://aims.fao.org/aos/agrovoc/c_562,Fruit | http://id.loc.gov/authorities/subjects/sh85052105,"Plants, Cultivated | http://id.loc.gov/authorities/subjects/sh85102884",,,,,FruitsSeeds_0352,http://kiva.lib.utk.edu/heilman/items/show/13115,still image,6/1/1971,1971-06-01,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Aquilegia, species indeterminate, 0352",
heilman_13263,reformatted digital,zxx,,Patterns,Patterns,Clematis | http://id.loc.gov/authorities/subjects/sh85026933,Flowers | http://id.loc.gov/authorities/subjects/sh85049332,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,,Clematis_0192,http://kiva.lib.utk.edu/heilman/items/show/13263,still image,Undated,1934,2005,inferred,Dates inferred from dates of the creator.,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Clematis, species indeterminate, 0192",
heilman_12653,reformatted digital,zxx,0.3x magnification,Colorado globe blue spruce; Hoopsii,Colorado globe blue spruce,Hoopsii,Picea pungens,Leaves | http://id.loc.gov/authorities/subjects/sh85075608,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,PiceaPungens_0818,http://kiva.lib.utk.edu/heilman/items/show/12653,still image,9/5/2010,2010-09-05,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Picea pungens, 0818","UT Gardens - Knoxville, TN"
heilman_12891,reformatted digital,zxx,,Lichens; Lichens on branch,Lichens | http://id.loc.gov/authorities/subjects/sh85076770,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,,,,Lichens_0573,http://kiva.lib.utk.edu/heilman/items/show/12891,still image,1/9/1900,1900-01-09,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries",[Untitled] (Lichens) 0573,Great Smoky Mountains National Park
heilman_12513,reformatted digital,zxx,f16 zoom - 60,Moss; Red; Walker Prong,Mosses | http://id.loc.gov/authorities/subjects/sh85087489,Walker Prong,Sphagnum sp.,Mosses | http://id.loc.gov/authorities/subjects/sh85087489,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,Sphagnum_0955,http://kiva.lib.utk.edu/heilman/items/show/12513,still image,11/25/2001,2001-11-25,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Sphagnum, species indeterminate, 0955",Great Smoky Mountains National Park
heilman_13092,reformatted digital,zxx,,,Gladiolus sp.,Flowers | http://id.loc.gov/authorities/subjects/sh85049332,"Plants, Cultivated | http://id.loc.gov/authorities/subjects/sh85102884",,,,,,,,,Gladiolus_0658,http://kiva.lib.utk.edu/heilman/items/show/13092,still image,1/1/1955,1955-01-01,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Gladiolus, species indeterminate, 0658",
heilman_13296,reformatted digital,zxx,.47x magnification,Ornamental pepper; Velvia,Ornamental pepper,Capsicum annuum | http://id.loc.gov/authorities/subjects/sh2002012100,Fruit | http://id.loc.gov/authorities/subjects/sh85052105,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,,Capsicum_0156,http://kiva.lib.utk.edu/heilman/items/show/13296,still image,9/9/2003,2003-09-09,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Capsicum annuum, 0156","UT Gardens - Knoxville, TN"
heilman_13349,reformatted digital,zxx,.41x magnification,Chrysanthemum,Chrysanthemums | http://id.loc.gov/authorities/subjects/sh85025424,Ajania pacifica,Leaves | http://id.loc.gov/authorities/subjects/sh85075608,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,,AjaniaPacifica_0108,http://kiva.lib.utk.edu/heilman/items/show/13349,still image,10/5/2006,2006-10-05,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Ajania pacifica, 0108","UT Gardens - Knoxville, TN"
heilman_13127,reformatted digital,zxx,0.9x magnification,Rudolph Spurge; Waleuphrud,Rudolph Spurge,Waleuphrud,Euphorbia xsp.martinii,Flowers | http://id.loc.gov/authorities/subjects/sh85049332,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,Euphorbia_0341,http://kiva.lib.utk.edu/heilman/items/show/13127,still image,5/17/2008,2008-05-17,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Euphorbia xsp.martinii, 0341","UT Gardens - Knoxville, TN"
heilman_12453,reformatted digital,zxx,.5x magnification,Tulip; Multiple male and female tepals,Tulips | http://id.loc.gov/authorities/subjects/sh85138521,Tepals,Tulipa sp.,Flowers | http://id.loc.gov/authorities/subjects/sh85049332,"Plants, Cultivated | http://id.loc.gov/authorities/subjects/sh85102884",,,,,,,Tulip_1010,http://kiva.lib.utk.edu/heilman/items/show/12453,still image,2/1/2006,2006-02-01,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Tulipa, species indeterminate, 1010",
heilman_13277,reformatted digital,zxx,.45x magnification,False cypress; in plaza pot,False cypress,Chamaecyparis | http://id.loc.gov/authorities/subjects/sh85022406,Leaves | http://id.loc.gov/authorities/subjects/sh85075608,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,,Chamaecyparis_0174,http://kiva.lib.utk.edu/heilman/items/show/13277,still image,5/11/2010,2010-05-11,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Chamaecyparis, species indeterminate, 0174","UT Gardens - Knoxville, TN"
heilman_12535,reformatted digital,zxx,".19x magnification, Flo 36, All American Test, E100US",Coneflower,Coneflowers,Rudbeckia sp.,Flowers | http://id.loc.gov/authorities/subjects/sh85049332,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,,Rudbeckia_0934,http://kiva.lib.utk.edu/heilman/items/show/12535,still image,7/20/2002,2002-07-20,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Rudbeckia, species indeterminate, 0934",
heilman_13424,reformatted digital,zxx,1x magnification,Japanese maple; Dancing Peacock; Aconitifolium,Japanese maple | http://id.loc.gov/authorities/subjects/sh85069686,Dancing peacock,Aconitifolium,Acer japonicum | http://aims.fao.org/aos/agrovoc/c_65,Flowers | http://id.loc.gov/authorities/subjects/sh85049332,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,AcerJaponicum_0034,http://kiva.lib.utk.edu/heilman/items/show/13424,still image,4/1/2009,2009-04-01,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Acer japonicum, 0034","UT Gardens - Knoxville, TN"
heilman_12415,reformatted digital,zxx,"0.33x magnification, Velvia",Purple,Purple | http://id.loc.gov/authorities/subjects/sh85109204,Rhododendron catawbiense,Flowers | http://id.loc.gov/authorities/subjects/sh85049332,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,,Wildflowers_1046,http://kiva.lib.utk.edu/heilman/items/show/12415,still image,5/29/2002,2002-05-29,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Rhododendron catawbiense, 1046",Great Smoky Mountains National Park
heilman_12508,reformatted digital,zxx,.33x magnification,Sphagnum (red); Hypnum (yellow),Sphagnum (red),Hypnum (yellow),Sphagnum sp.,Mosses | http://id.loc.gov/authorities/subjects/sh85087489,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,Sphagnum_0960,http://kiva.lib.utk.edu/heilman/items/show/12508,still image,10/31/2000,2000-10-31,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Sphagnum, species indeterminate, 0960",Great Smoky Mountains National Park
